ID,Name_lang
4365,Специализация на владении мечами
4366,Специализация на ударном оружии
4367,Специализация на ударном оружии
4368,Специализация на ударном оружии
4369,Специализация на ударном оружии
4370,Специализация на ударном оружии
4371,Специализация на ударном оружии
4372,Специализация на ударном оружии
4373,Специализация на ударном оружии
4374,Специализация на ударном оружии
4375,Специализация на ударном оружии
4376,Специализация на ударном оружии
4377,Специализация на ударном оружии
4378,Специализация на ударном оружии
4379,Специализация на ударном оружии
4380,Специализация на ударном оружии
4381,Специализация на ударном оружии
4382,Специализация на кинжалах
4383,Специализация на кинжалах
4384,Специализация на кинжалах
4385,Специализация на кинжалах
4386,Специализация на кинжалах
4387,Специализация на кинжалах
4388,Специализация на кинжалах
4389,Специализация на кинжалах
4390,Специализация на кинжалах
4391,Специализация на кинжалах
4392,Специализация на кинжалах
4393,Специализация на кинжалах
4394,Специализация на кинжалах
4395,Специализация на кинжалах
4396,Специализация на кинжалах
4397,Специализация на кинжалах
4398,Мастерство во владении двуручным топором
4399,Мастерство во владении двуручным топором
4400,Мастерство во владении двуручным топором
4401,Мастерство во владении двуручным топором
4402,Мастерство во владении двуручным ударным оружием
4403,Мастерство во владении двуручным ударным оружием
4404,Мастерство во владении двуручным ударным оружием
4405,Мастерство во владении двуручным ударным оружием
4406,Мастерство во владении двуручным мечом
4407,Мастерство во владении двуручным мечом
4408,Мастерство во владении двуручным мечом
4409,Мастерство во владении двуручным мечом
4410,Мастерство во владении посохами
4411,Мастерство во владении посохами
4412,Мастерство во владении посохами
4413,Мастерство во владении посохами
4414,Ловкость во владении двуручным топором
4415,Ловкость во владении двуручным топором
4416,Ловкость во владении двуручным топором
4417,Ловкость во владении двуручным топором
4418,Мощь двуручного меча
4419,Мощь двуручного меча
4420,Мощь двуручного меча
4421,Мощь двуручного меча
4422,Мощь двуручного меча
4423,Мощь двуручного меча
4424,Ловкость во владении двуручным топором
4425,Паучий яд
4426,Ловкость во владении двуручным ударным оружием
4427,Ловкость во владении двуручным ударным оружием
4428,Ловкость во владении двуручным ударным оружием
4429,Ловкость во владении двуручным ударным оружием
4430,Ловкость во владении двуручным ударным оружием
4431,Ловкость во владении двуручным ударным оружием
4433,Ловкость во владении оружием ближнего боя
4434,Ловкость во владении оружием ближнего боя
4435,Ловкость во владении оружием ближнего боя
4436,Испепеление
4437,Ловкость во владении оружием ближнего боя
4438,Ловкость во владении оружием ближнего боя
4439,Ловкость во владении оружием ближнего боя
4440,Специализация двуручных топорах
4441,Специализация двуручных топорах
4442,Специализация двуручных топорах
4443,Специализация двуручных топорах
4444,Специализация двуручных топорах
4445,Специализация двуручных топорах
4446,Специализация двуручных топорах
4447,Специализация двуручных топорах
4448,Специализация двуручных топорах
4449,Специализация двуручных топорах
4450,Специализация двуручных топорах
4451,Специализация двуручных топорах
4452,Специализация двуручных топорах
4453,Специализация двуручных топорах
4454,Специализация двуручных топорах
4455,Специализация двуручных топорах
4456,Специализация на владении двуручным мечом
4457,Специализация на владении двуручным мечом
4458,Специализация на владении двуручным мечом
4459,Специализация на владении двуручным мечом
4460,Специализация на владении двуручным мечом
4461,Специализация на владении двуручным мечом
4462,Специализация на владении двуручным мечом
4463,Специализация на владении двуручным мечом
4464,zzOLDСпециализация на владении двуручным мечом
4465,Специализация на владении двуручным мечом
4466,Специализация на владении двуручным мечом
4467,Специализация на владении двуручным мечом
4468,Специализация на владении двуручным мечом
4469,Специализация на владении двуручным мечом
4470,Специализация на владении двуручным мечом
4471,Специализация на владении двуручным мечом
4472,Специализация на владении двуручным ударным оружием
4473,Специализация на владении двуручным ударным оружием
4474,Специализация на владении двуручным ударным оружием
4475,Специализация на владении двуручным ударным оружием
4476,Специализация на владении двуручным ударным оружием
4477,Специализация на владении двуручным ударным оружием
4478,Специализация на владении двуручным ударным оружием
4479,Специализация на владении двуручным ударным оружием
4480,Специализация на владении двуручным ударным оружием
4481,Специализация на владении двуручным ударным оружием
4482,Специализация на владении двуручным ударным оружием
4483,Специализация на владении двуручным ударным оружием
4484,Специализация на владении двуручным ударным оружием
4485,Специализация на владении двуручным ударным оружием
4486,Специализация на владении двуручным ударным оружием
4487,Специализация на владении двуручным ударным оружием
4488,Специализация на посохах
4489,Специализация на посохах
4490,Специализация на посохах
4491,Специализация на посохах
4492,Специализация на посохах
4493,Специализация на посохах
4494,Специализация на посохах
4495,Специализация на посохах
4496,Специализация на посохах
4497,Специализация на посохах
4498,Специализация на посохах
4499,Специализация на посохах
4500,Специализация на посохах
4501,Специализация на посохах
4502,Специализация на посохах
4503,Специализация на посохах
4504,Jeff Dummy 1
4505,Jeff Dummy 2
4506,ЗАКЛИНАНИЕ ЗАДАНИЯ ЧУ
4507,Эфект появления манекена цели
4508,Бесцветное лечебное зелье
4509,Рецепт: бесцветное лечебное зелье
4511,Бегство в астрал
4514,Всепоглощающая ярость
4517,Медитация
4518,Медитация
4519,Медитация
4520,Широкий размах
4521,Медитация
4522,Медитация
4523,Медитация
4524,Демоническая жертва
4525,Демоническая жертва - пассивная
4526,Массовое рассеивание
4527,Крепость
4528,Крепость
4529,Крепость
4530,Крепость
4531,Крепость
4532,Крепость
4533,Крепость
4534,Крепость
4535,Крепость
4536,Крепость
4537,Крепость
4538,Извлечение сущности
4539,Сила веков
4540,Сопротивление светлой магии
4541,Сопротивление светлой магии
4542,Сопротивление светлой магии
4543,Сопротивление светлой магии
4544,Сопротивление светлой магии
4545,Сопротивление светлой магии
4546,Сопротивление светлой магии
4547,Сопротивление огню
4548,Сопротивление силам природы
4549,Сопротивление магии льда
4550,Сопротивление силам Тьмы
4551,Сопротивление огню
4552,Сопротивление огню
4553,Сопротивление огню
4554,Сопротивление огню
4555,Сопротивление огню
4556,Сопротивление огню
4557,Сопротивление огню
4558,Сопротивление силам природы
4559,Сопротивление силам природы
4560,Сопротивление силам природы
4561,Сопротивление силам природы
4562,Сопротивление силам природы
4563,Сопротивление силам природы
4564,Сопротивление силам природы
4565,Сопротивление магии льда
4566,Сопротивление магии льда
4567,Сопротивление магии льда
4568,Сопротивление магии льда
4569,Сопротивление магии льда
4570,Сопротивление магии льда
4571,Сопротивление магии льда
4572,Сопротивление силам Тьмы
4573,Сопротивление силам Тьмы
4574,Сопротивление силам Тьмы
4575,Сопротивление силам Тьмы
4576,Сопротивление силам Тьмы
4577,Сопротивление силам Тьмы
4578,Сопротивление силам Тьмы
4579,Сопротивление магии
4580,Сопротивление магии
4581,Сопротивление магии
4582,Сопротивление магии
4583,Сопротивление магии
4584,Сопротивление магии
4585,Сопротивление магии
4586,Сопротивление магии
4587,Сопротивление магии
4588,Сопротивление магии
4589,Сопротивление магии
4590,Сопротивление магии
4591,Сопротивление магии
4592,Сопротивление магии
4593,Сопротивление магии
4594,Сопротивление светлой магии
4595,Сопротивление светлой магии
4596,Сопротивление светлой магии
4597,Сопротивление светлой магии
4598,Сопротивление светлой магии
4599,Сопротивление светлой магии
4600,Сопротивление светлой магии
4601,Сопротивление огню
4602,Сопротивление огню
4603,Сопротивление огню
4604,Сопротивление огню
4605,Сопротивление огню
4606,Сопротивление огню
4607,Сопротивление огню
4608,Сопротивление силам природы
4609,Сопротивление силам природы
4610,Сопротивление силам природы
4611,Сопротивление силам природы
4612,Сопротивление силам природы
4613,Сопротивление силам природы
4614,Сопротивление силам природы
4615,Сопротивление магии льда
4616,Сопротивление магии льда
4617,Сопротивление магии льда
4618,Сопротивление магии льда
4619,Сопротивление магии льда
4620,Сопротивление магии льда
4621,Сопротивление магии льда
4622,Сопротивление силам Тьмы
4623,Сопротивление силам Тьмы
4624,Сопротивление силам Тьмы
4625,Сопротивление силам Тьмы
4626,Сопротивление силам Тьмы
4627,Сопротивление силам Тьмы
4628,Сопротивление силам Тьмы
4629,Огненный ливень
4630,Бегство в астрал
4631,Зверогубитель
4632,Зверогубитель
4633,Зверогубитель
4634,Зверогубитель
4635,Зверогубитель
4636,Зверогубитель
4637,Beast Slayer (OLD)
4638,Зверогубитель
4639,Зверогубитель
4640,Зверогубитель
4641,Зверогубитель
4642,Зверогубитель
4643,Зверогубитель
4644,Beast Slayer (OLD)
4645,Демоноубийца
4646,Демоноубийца
4647,Демоноубийца
4648,Демоноубийца
4649,Демоноубийца
4650,Демоноубийца
4651,Demon Slayer (OLD)
4652,Demon Slayer (OLD)
4653,Демоноубийца
4654,Демоноубийца
4655,Демоноубийца
4656,Демоноубийца
4657,Демоноубийца
4658,Демоноубийца
4659,Demon Slayer (OLD)
4660,Demon Slayer (OLD)
4661,Убийца драконов
4662,Убийца драконов
4663,Убийца драконов
4664,Убийца драконов
4665,Убийца драконов
4666,Убийца драконов
4667,Dragon Slayer (OLD)
4668,Dragon Slayer (OLD)
4669,Убийца драконов
4670,Убийца драконов
4671,Убийца драконов
4672,Убийца драконов
4673,Убийца драконов
4674,Убийца драконов
4675,Dragon Slayer (OLD)
4676,Dragon Slayer (OLD)
4678,Убийца элементалей
4679,Убийца элементалей
4680,Убийца элементалей
4681,Убийца элементалей
4683,Убийца элементалей
4684,Убийца элементалей
4685,Убийца элементалей
4687,Elemental Slayer (OLD)
4688,Elemental Slayer (OLD)
4689,Убийца элементалей
4690,Убийца элементалей
4691,Убийца элементалей
4692,Убийца элементалей
4693,Убийца элементалей
4694,Elemental Slayer (OLD)
4695,Elemental Slayer (OLD)
4697,Убийца великанов
4698,Убийца великанов
4699,Убийца великанов
4700,Убийца великанов
4701,Убийца великанов
4702,Убийца великанов
4703,Убийца великанов
4705,Giant Slayer (OLD)
4706,Giant Slayer (OLD)
4707,Убийца великанов
4708,Убийца великанов
4709,Убийца великанов
4710,Убийца великанов
4711,Убийца великанов
4712,Giant Slayer (OLD)
4713,Giant Slayer (OLD)
4714,Истребитель нежити
4715,Рык стойкости
4716,Истребитель нежити
4717,Истребитель нежити
4718,Истребитель нежити
4719,Истребитель нежити
4720,Истребитель нежити
4721,Истребитель нежити
4722,Истребитель нежити
4723,Undead Slayer (OLD)
4724,Истребитель нежити
4725,Истребитель нежити
4726,Истребитель нежити
4727,Истребитель нежити
4728,Истребитель нежити
4729,Истребитель нежити
4730,Undead Slayer (OLD)
4731,Укус ярости
4732,Рев стойкости
4733,Кровь
4734,Жесткая шкура
4735,Смертельная рана
4736,Полет Перегрина
4737,Выклевать глаз
4739,Надоедание
4740,Свирепость
4741,Открытая рана
4742,Крепкий панцирь
4743,Крепкий панцирь
4744,Крепкий панцирь
4745,Крепкий панцирь
4746,Крепкий щипок
4747,Жесткий щипок
4748,Быстрый укус
4750,Пожирание плоти
4751,Владение уклонением
4752,Владение уклонением
4753,Владение уклонением
4754,Владение уклонением
4758,Мастерство парирования
4759,Мастерство парирования
4760,Щитовой блок
4761,Щитовой блок
4762,Щитовой блок
4763,Щитовой блок
4764,Щитовой блок
4765,Щитовой блок
4766,Быстрый галоп
4767,Топот
4768,Вкус жертвы
4769,Уязвимость
4770,Разрыв сухожилий
4771,Ушиб
4772,Ушиб
4773,Ушиб
4774,Ушиб
4775,Бросок валуна
4776,Бросок валуна
4777,Расторопность
4778,Молниеносные рефлексы
4779,Молниеносные рефлексы
4780,Молниеносные рефлексы
4781,Молниеносные рефлексы
4782,Сеть
4783,Сеть
4785,Сеть
4786,Священное сродство
4787,Священное сродство
4788,Сродство с огнем
4789,Сродство с огнем
4790,Сродство с огнем
4791,Сродство с огнем
4792,Близость к природе
4793,Близость к природе
4794,Близость к природе
4795,Близость к природе
4796,Ледяное влечение
4797,Ледяное влечение
4798,Ледяное влечение
4799,Ледяное влечение
4801,Телепорт
4804,Ядовитый плевок
4805,Плевок рассеяния
4806,Плевок рассеяния
4807,Исцеляющий язык
4808,Исцеляющий язык
4809,Средоточие магии
4810,(OLD) Magic Focus
4811,(Old) Magic Focus
4812,Средоточие магии
4813,Средоточие магии
4814,Присутствие долгонога
4815,Яростный вой
4816,Укус бешенства
4832,Специализация - Огонь
4833,Специализация - Огонь
4834,Специализация - Огонь
4835,Специализация - Огонь
4836,Специализация - Огонь
4837,Специализация - Огонь
4838,Специализация - Огонь
4839,Специализация - Огонь
4840,Специализация - Огонь
4841,Специализация - Огонь
4842,Специализация - Огонь
4843,Специализация - Огонь
4844,Специализация - Огонь
4845,Специализация - Огонь
4846,Специализация - Огонь
4847,Специализация - Огонь
4848,Специализация - природа
4849,Специализация - природа
4850,Специализация - природа
4851,Специализация - природа
4852,Специализация - природа
4853,Специализация - природа
4854,Специализация - природа
4855,Специализация - природа
4856,Специализация - природа
4857,Специализация - природа
4858,Специализация - природа
4859,Специализация - природа
4860,Специализация - природа
4861,Специализация - природа
4862,Специализация - природа
4863,Специализация - природа
4864,Специализация на магии льда
4865,Специализация на магии льда
4866,Специализация на магии льда
4867,Специализация на магии льда
4868,Специализация на магии льда
4869,Специализация на магии льда
4870,Специализация на магии льда
4871,Специализация на магии льда
4872,Специализация на магии льда
4873,Специализация на магии льда
4874,Специализация на магии льда
4875,Специализация на магии льда
4876,Специализация на магии льда
4877,Специализация на магии льда
4878,Специализация на магии льда
4879,Специализация на магии льда
4880,Специализация на Тьме
4881,Специализация на Тьме
4882,Специализация на Тьме
4883,Специализация на Тьме
4884,Специализация на Тьме
4885,Специализация на Тьме
4886,Специализация на Тьме
4887,Специализация на Тьме
4888,Специализация на Тьме
4889,Специализация на Тьме
4890,Специализация на Тьме
4891,Специализация на Тьме
4892,Специализация на Тьме
4893,Специализация на Тьме
4894,Специализация на Тьме
4895,Специализация на Тьме
4896,Мастерство во владении луком
4897,Мастерство во владении луком
4898,Мастерство во владении луком
4899,Мастерство во владении луком
4900,Мастерство стрелка
4901,Мастерство стрелка
4902,Мастерство стрелка
4903,Мастерство стрелка
4904,Мастерство бросков
4905,Мастерство бросков
4906,Мастерство бросков
4907,Мастерство бросков
4909,Ловкость бросков
4910,Ловкость бросков
4911,Ловкость бросков II
4912,Ловкость бросков III
4913,Ловкость бросков II
4914,Ловкость бросков III
4915,Мощь лука
4916,Мощь лука
4917,Мощь лука
4918,Мощь лука
4919,Мощь лука
4920,Мощь лука
4921,Мощь огнестрельного оружия
4922,Мощь огнестрельного оружия
4923,Мощь огнестрельного оружия
4924,Мощь огнестрельного оружия
4925,Мощь огнестрельного оружия
4926,Мощь огнестрельного оружия
4928,Призыв морского изгоя
4929,Призыв пылающего изгоя
4930,Призыв грозового изгоя
4931,Призыв грохочущего изгнанника
4932,Оберег Мизраэли
4933,Призматическая форма: Огонь
4934,Призматическая форма: Земля
4935,Призматическая форма: Вода
4936,Призматическая форма: Гром
4937,Призыв радужных изгнанников
4938,Землетрясение Мизраэли
4940,Паучий яд
4941,Каменный щит
4942,Простое зелье каменного щита
4943,Рецепт: простое зелье каменного щита
4945,Призыв Дагуна
4946,Призыв прирученного волка
4947,Магическая отдача
4948,Медвежий облик Кинелори
4950,Призыв марионеток Хелькулара
4951,Марионетки Хелькулара
4952,Страж Хелькулара
4954,Сломанный инструмент
4955,Каменный кулак
4960,Создание зелья страсти (новое)
4961,Пополнение
4962,Оплетающие сети
4970,Помощь Земли
4971,Дух-целитель
4972,Дух-целитель V (постоянно)
4974,Касание увядания
4975,Очищение колодца Заиндевевшего Копыта
4976,Наполнение
4977,Очищение колодца Громового Рога
4978,Очищение колодца Буйногривых
4979,Быстрый оберег от пламени
4980,Быстрая Защита от магии льда
4981,Расширение кругозора
4982,Котловина для колонны
4983,Создание Тотема очищения
4984,Жертва Тяжелоступа
4985,Призыв духа Тяжелоступа
4986,Незримый
4987,Очищение
4990,Очищение
4993,Очищение
4996,[PH] Teleport to Orgrimmar
4997,[PH] Teleport to Booty Bay
4998,[PH] Teleport to Grom'Gol
4999,[PH] Teleport to Ratchet
5000,[PH] Teleport to Undercity
5001,Призыв Лотвила
5002,Завершение призыва Лотвила
5003,Обаньянивание
5004,Пища
5005,Пища
5006,Пища
5007,Пища
5009,Жезлы
5010,Обжигающее дыхание
5011,Арбалеты
5012,Яд Ринага
5016,Аура исцеления
5017,Божественный транс
5019,Выстрел
5020,Буйный эль
5021,Эль Трогга
5024,Бегство
5025,Тест щекотки
5026,Создание воды провидцев
5027,Сила героя
5028,Сила героя
5029,Сила героя
5030,Сила героя
5034,Сила героя
5035,Сила героя
5036,Сила героя
5037,Сила героя
5041,Выносливость
5042,Выносливость
5048,Выносливость
5049,Выносливость
5055,Ловкость кошки
5056,Ловкость кошки
5057,Ловкость кошки
5058,Ловкость кошки
5059,Ловкость кошки
5060,Ловкость кошки
5061,Ловкость кошки
5062,Ловкость кошки
5063,Ловкость кошки
5064,Ловкость кошки
5065,Ловкость кошки
5066,Ловкость кошки
5067,Ловкость кошки
5068,Ловкость кошки
5069,Могучий интеллект
5070,Могучий интеллект
5071,Могучий интеллект
5072,Могучий интеллект
5073,Могучий интеллект
5074,Могучий интеллект
5075,Могучий интеллект
5076,Могучий интеллект
5077,Могучий интеллект
5078,Могучий интеллект
5079,Могучий интеллект
5080,Могучий интеллект
5081,Могучий интеллект
5082,Могучий интеллект
5084,Неукротимость духа
5085,Неукротимость духа
5086,Неукротимость духа
5087,Неукротимость духа
5088,Неукротимость духа
5089,Неукротимость духа
5090,Неукротимость духа
5091,Неукротимость духа
5092,Неукротимость духа
5093,Неукротимость духа
5094,Неукротимость духа
5095,Неукротимость духа
5096,Неукротимость духа
5097,Неукротимость духа
5099,Разрушение
5100,Выброс спор
5101,Замедление
5102,Поглощение удара
5103,Trigger Test (PT)
5104,Легкий яд скорпиона
5105,Эффект легкого яда скорпиона
5106,Хрустальная вспышка
5107,Открытие сундука с добычей
5108,Демон Бездны
5110,Призыв Живого жара
5111,Живой жар - постоянное действие
5113,Живой жар
5115,Боевой приказ
5116,Шокирующий выстрел
5117,Шокирующий выстрел
5118,Дух гепарда
5119,Выслеживание животных
5120,Выслеживание нежити
5121,Охотник на великанов
5122,Выслеживание демонов
5123,Выслеживание драконов
5124,Выслеживание элементалей
5125,Выслеживание животных
5126,Выслеживание демонов
5127,Выслеживание нежити
5128,Выслеживание элементалей
5129,Выслеживание драконов
5130,Охотник на великанов
5131,Дух гепарда
5133,Interrupt (PT)
5134,Световая бомба
5137,Зов могилы
5138,Похищение маны
5139,Похищение маны
5140,Взрыв
5141,Выставить Снида
5142,Облик трогга
5143,Чародейские снаряды
5144,Чародейские снаряды
5145,Чародейские снаряды
5146,Чародейские снаряды
5147,Чародейские снаряды
5148,Чародейские снаряды
5149,Дрессировка
5150,Кровь
5159,Жидкая руда
5161,Возрождение пещерной крысы
5162,Самовзрыв
5164,Нокдаун
5165,Knockdown /Stun (TEST)
5166,Урожай яиц силитидов
5167,Обшаривание карманов
5169,Маскировка под члена Братства Справедливости
5170,Маскировка
5171,Мясорубка
5172,Спутник из Кровавого Паруса
5174,Пышка
5175,Мясорубка
5176,Гнев
5177,Гнев
5178,Гнев
5179,Гнев
5180,Гнев
5181,Гнев
5182,Гнев
5183,Гнев
5184,Гнев
5185,Целительное прикосновение
5186,Целительное прикосновение
5187,Целительное прикосновение
5188,Целительное прикосновение
5189,Целительное прикосновение
5190,Целительное прикосновение
5191,Целительное прикосновение
5192,Целительное прикосновение
5193,Целительное прикосновение
5194,Целительное прикосновение
5195,Гнев деревьев
5196,Гнев деревьев
5197,Смерч
5199,Смерч
5200,Союзники ван Клифа
5201,Когти
5202,MHTest01
5203,Когти
5204,Когти
5205,Test - Warrior 40
5206,Посадить семена
5208,Ядовитый гарпун
5209,Вызывающий рев
5210,Вызывающий рев
5211,Оглушить
5212,Оглушить
5213,Расплавленный металл
5214,Медвежьи объятия
5215,Крадущийся зверь
5216,Крадущийся зверь
5217,Тигриное неистовство
5218,Тигриное неистовство
5219,Узы Чертополохха
5220,Неистовый Капо Сердитый
5221,Полоснуть
5222,Полоснуть
5224,Ложная смерть
5225,Выслеживание гуманоидов
5226,Выслеживание гуманоидов
5227,Подводное дыхание
5228,Исступление
5229,Исступление
5230,Природный захват
5231,Знак дикой природы
5232,Знак дикой природы
5233,Знак дикой природы
5234,Знак дикой природы
5235,Знак дикой природы
5237,Ответный удар
5239,Разрушение заклинания
5241,Разрушение заклинания
5242,Боевой крик
5243,Боевой крик
5244,Сумка из шкуры кодо
5245,Выкройка: сумка из шкуры кодо
5246,Устрашающий крик
5247,Устрашающий крик
5248,Внутренняя ярость
5249,Ледяной замок
5250,Стромгард - зов ополчения
5251,Стромгард - эффект зова ополчения
5252,Страж-демон Бездны
5253,Изгнание нежити
5254,Polymorph (TEST)
5255,Взрыв
5256,Защита клешней
5257,Громоварское
5259,Disarm (TEST)
5260,Distract (TEST)
5262,Клинок фанатика
5263,Эффект клинка фанатика
5264,Маскировка под пирата Южных морей
5265,Маскировка под трогга из племени Камнедробов
5266,Маскировка под члена Синдиката
5267,Маскировка под Даларанского волшебника
5268,Маскировка под дворфа из клана Черного Железа
5269,Маскировка под члена братства Справедливости
5270,Маскировка под трогга из племени Камнедробов
5271,Проклятый клинок
5272,Маскировка под даларанского волшебника
5273,Маскировка под дворфа из клана Черного Железа
5274,Маскировка под члена Синдиката
5275,Маскировка под пирата Южных морей
5276,Холод
5277,Ускользание
5278,Ускользание
5280,Острая грива
5283,Казнь
5285,Знак дикой природы
5286,Знак дикой природы
5287,Знак дикой природы
5289,Гнев
5290,Гнев
5291,Гнев
5292,Гнев
5294,Целительное прикосновение
5295,Целительное прикосновение
5296,Целительное прикосновение
5297,Целительное прикосновение
5298,Метка охотника
5299,Спячка
5300,Дрессировка
5301,Defensive State (DND)
5302,Состояние защиты
5305,Ослабление магии
5306,ImmuneSleep (JEFFTEST)
5307,Лунный огонь
5308,Казнь
5309,Гнев деревьев
5310,Знак дикой природы
5316,Перо ящера
5320,Благодать Ичияки
5321,Ярость Ишамухейла
5322,Гром Лакотамани
5323,Быстрота Оватанки
5324,Решимость Ваште Пауне
5325,Сила Иши Авака
5334,Звездная вспышка
5335,Призыв зверя
5337,Иссушающий удар
5338,Залп
5340,Специализация двуручных топорах
5341,Специализация двуручных топорах
5342,Специализация двуручных топорах
5343,Специализация двуручных топорах
5344,Специализация двуручных топорах
5345,Специализация двуручных топорах
5346,Специализация двуручных топорах
5348,Специализация на владении двуручным ударным оружием
5349,Специализация на владении двуручным ударным оружием
5350,Специализация на владении двуручным ударным оружием
5351,Специализация на владении двуручным ударным оружием
5352,Специализация на владении двуручным ударным оружием
5353,Специализация на владении двуручным ударным оружием
5354,Специализация на владении двуручным ударным оружием
5355,Специализация на владении двуручным мечом
5356,Специализация на владении двуручным мечом
5357,Специализация на владении двуручным мечом
5358,Специализация на владении двуручным мечом
5359,Специализация на владении двуручным мечом
5360,Специализация на владении двуручным мечом
5361,zzOLDСпециализация на владении двуручным мечом
5363,Плотная кожа
5364,Плотная кожа
5365,Плотная кожа
5366,Плотная кожа
5367,Плотная кожа
5368,Плотная кожа
5369,Плотная кожа
5370,Плотная кожа
5373,Правосудие света - среднее
5376,Цап за руку
5377,Цап за руку
5378,Плотная кожа
5380,Плотная кожа
5381,Плотная кожа
5382,Плотная кожа
5383,Цап за руку
5384,Притвориться мертвым
5385,Притвориться мертвым
5386,Подводное дыхание
5387,Призрачный волк
5389,Призрачный волк
5390,Эфирный облик
5392,Эфирный облик
5394,Тотем исцеляющего потока
5395,Капсула смерти
5396,Тотем исцеляющего потока
5397,Капсула смерти
5398,Защита клешней
5399,Легкий яд скорпиона
5401,Ящеричья молния
5402,Преображение Газбана
5403,Напор волн
5404,Водяной облик Газбана
5405,Восполнение маны
5406,Восполнение маны II
5407,Эффект Сергры Черный Шип
5408,Задание -
5409,Задание -
5412,Нарушение природного равновесия
5413,Ядовитый катализатор
5414,Природное равновесие
5416,Ядовитое жало
5419,Походный облик (пассивный эффект)
5420,Древесный облик (пассивный эффект)
5421,Водный облик (пассивный эффект)
5422,Растерзать
5424,Хваткие когти
5426,Быстрое уклонение
5427,Специализация двуручных топорах
5428,Специализация на владении топором
5429,Специализация на владении топором
5430,Специализация на владении топором
5431,Специализация на владении топором
5432,Специализация на владении топором
5433,Специализация на владении топором
5448,Специализация на владении мечами
5449,Специализация на владении мечами
5450,Специализация на владении мечами
5451,Специализация на владении мечами
5452,Специализация на владении мечами
5453,Специализация на владении мечами
5454,Ловкость во владении двуручным мечом
5455,Ловкость во владении двуручным мечом
5456,Ловкость во владении двуручным мечом
5457,Специализация на владении двуручным мечом
5458,Специализация на владении двуручным мечом
5459,Специализация на владении двуручным мечом
5460,Специализация на владении двуручным мечом
5461,Специализация на владении двуручным мечом
5462,Специализация на владении двуручным мечом
5463,Ловкость во владении двуручным мечом
5464,Ловкость во владении двуручным мечом
5465,Ловкость во владении двуручным мечом
5466,Мощь двуручного топора
5467,Мощь двуручного топора
5468,Мощь двуручного топора
5469,Ловкость во владении двуручным топором
5470,Специализация двуручных топорах
5471,Специализация двуручных топорах
5472,Специализация двуручных топорах
5473,Специализация двуручных топорах
5474,Специализация двуручных топорах
5475,Специализация двуручных топорах
5476,Специализация двуручных топорах
5477,Мощь двуручного топора
5478,Мощь двуручного топора
5479,Мощь двуручного топора
5480,Прорубание брони
5481,Мощь меча
5482,Мощь меча
5483,Мощь меча
5484,Вой ужаса
5486,Вой ужаса
5487,Облик медведя
5488,Облик медведя
5489,Специализация на владении мечами
5490,Специализация на владении мечами
5491,Специализация на владении мечами
5492,Специализация на владении мечами
5493,Специализация на владении мечами
5494,Специализация на владении мечами
5496,Мощь меча
5497,Мощь меча
5498,Мощь меча
5499,Скачок
5500,Чутье на демонов
5501,Чутье на демонов
5502,Чутье на нежить
5503,Чутье на нежить
5504,Сотворение воды
5505,Сотворение воды
5506,Сотворение воды
5507,Сотворение воды
5508,Прорубание брони
5509,Мощь топора
5510,Мощь топора
5511,Мощь топора
5512,Наполнить фиал
5513,Специализация на владении топором
5514,Затмение зрения
5515,Варварство
5516,Специализация на владении топором
5517,Специализация на владении топором
