ID,NameSubtext_lang,Description_lang,AuraDescription_lang
10293,Уровень 7,"Увеличивает на $s1 ед. параметр брони участников группы, находящихся не далее, чем в $a1 $lметре:метрах:метрах;. На персонажа может действовать только одна аура от каждого паладина.",Броня усилена на $s1.
10294,Уровень 2,,
10295,Уровень 4,,
10296,Уровень 6,,
10297,Уровень 7,,
10298,Уровень 2,"Нанесение $s1 ед. урона от светлой магии любому созданию, которое атакует участника группы, находящегося в радиусе $a1 м. Каждый паладин единовременно может накладывать на игроков только одно заклинание категории ""Аура"".","Нанесение $s1 священного урона всем, кто атакует вас."
10299,Уровень 3,"Нанесение $s1 ед. урона от светлой магии любому созданию, которое атакует участника группы, находящегося в радиусе $a1 м. Каждый паладин единовременно может накладывать на игроков только одно заклинание категории ""Аура"".","Нанесение $s1 священного урона всем, кто атакует вас."
10300,Уровень 4,"Нанесение $s1 ед. урона от светлой магии любому созданию, которое атакует участника группы, находящегося в радиусе $a1 м. Каждый паладин единовременно может накладывать на игроков только одно заклинание категории ""Аура"".","Нанесение $s1 священного урона всем, кто атакует вас."
10301,Уровень 5,"Нанесение $s1 ед. урона от светлой магии любому созданию, которое атакует участника группы, находящегося в радиусе $a1 м. Каждый паладин единовременно может накладывать на игроков только одно заклинание категории ""Аура"".","Нанесение $s1 священного урона всем, кто атакует вас."
10302,Уровень 2,,
10303,Уровень 3,,
10304,Уровень 4,,
10305,Уровень 5,,
10308,Уровень 4,Оглушение цели на $d.,Оглушение.
10309,Уровень 4,,
10310,Уровень 3,"Исцеляет дружественную цель на величину, равную максимальному запасу здоровья паладина и восполняет ей $s2 ед. маны. При использовании паладин расходует всю свою ману.",
10311,Уровень 3,,
10312,Уровень 4,"Нанесение $s1 ед. урона от светлой магии цели, которая является демоном или нежитью.",
10313,Уровень 5,"Нанесение $s1 ед. урона от светлой магии цели, которая является демоном или нежитью.",
10314,Уровень 6,"Нанесение $s1 ед. урона от светлой магии цели, которая является демоном или нежитью.",
10315,Уровень 4,,
10316,Уровень 5,,
10317,Уровень 6,,
10318,Уровень 2,"Атака зарядом светлой магии во всех направлениях, наносящая $s1 ед. урона от светлой магии всем демонам и нежити в радиусе $a1 м.",
10320,Уровень 2,,
10321,,,
10322,Уровень 2,Возвращение мертвого к жизни с $s1 ед. здоровья и $q1 ед. маны. Нельзя применять в бою.,
10323,Уровень 2,,
10324,Уровень 3,Возвращение мертвого к жизни с $s1 ед. здоровья и $q1 ед. маны. Нельзя применять в бою.,
10325,Уровень 3,,
10326,Уровень 3,Обращение в бегство противника-нежити на $d. Нанесенный урон может прервать эффект. Обратить в бегство можно только одну цель единовременно.,Принуждение к бегству.
10327,Уровень 3,,
10328,Уровень 7,Исцеляет дружественную цель на $s1 ед. здоровья.,
10329,Уровень 8,Исцеляет дружественную цель на $s1 ед. здоровья.,
10330,Уровень 7,,
10331,Уровень 8,,
10336,Уровень 4,"Нанесение $s1 ед. урона и повышение на $d. получаемого урона от светлой магии не более чем на $s2 ед. на каждый эффект способности ""Удар воина Света"". Эффект может быть суммированн до 5 раз",Получаемый урон от светлой магии увеличен на $s2 ед.
10337,Уровень 5,"Нанесение $s1 ед. урона и повышение на $d. получаемого урона от светлой магии не более чем на $s2 ед. на каждый эффект способности ""Удар воина Света"". Эффект может быть суммированн до 5 раз",Получаемый урон от светлой магии увеличен на $s2 ед.
10338,Уровень 4,,
10339,Уровень 5,,
10340,,,
10341,,,
10342,,Увеличение брони на $s1 ед.,Броня усилена.
10343,Уровень 6,,
10344,,"Постоянное укрепление предмета одежды, носимого на груди, ногах, руках или ступнях на 32. Укрепить можно только предметы уровня 25 и выше.",
10345,,Ремонт находящегося поблизости механического союзника: ликвидация $s1 ед. урона раз в $t1 сек. в течение $d.,Ликвидация $s1 ед. урона раз в $t1 сек.
10346,,"Стрельба по противнику, наносящая физический урон.",
10347,,,
10348,,,"Скорость атак увеличена на $s1%.
Скорость применения заклинаний увеличена на $s2%.
Скорость передвижения увеличена на $s3%."
10351,,Увеличение рейтинга защиты на $s1 ед. на $d1.,Увеличение рейтинга защиты.
10368,Уровень 1,"Мгновенное наложение на цель защиты, поглощающей $s1 ед. урона. Время действия – $d. Пока защита длится, физической атакой прервать заклинания нельзя.",Поглощение урона.
10369,,,
10370,,"Увеличение физического урона, наносимого противнику, на $s1 ед. на $d1. Эффект суммируется до 5 раз.",Получаемый физический урон увеличени на $s1 ед.
10371,,Увеличение интервала между вражескими атаками на $s1 на $d.,Замедление скорости атаки.
10373,,Нанесение смертельной раны с уроном в $s1 ед.,
10387,,,
10388,,Призыв $s1 $lРадужного изгнанника:Радужных изгнанников; для сражения на стороне заклинателя в течение $d.,
10389,,,
10390,,"Вызывает взрыв чародейской магии вокруг заклинателя, нанося $s1 ед. урона всем целям в радиусе $a1 м.",
10391,Уровень 7,Удар молнии по цели с нанесением $s1 ед. урона от сил природы.,
10392,Уровень 8,Удар молнии по цели с нанесением $s1 ед. урона от сил природы.,
10393,Уровень 7,,
10394,Уровень 8,,
10395,Уровень 8,Исцеление дружественной цели на $s1 ед.,
10396,Уровень 9,Исцеление дружественной цели на $s1 ед.,
10397,Уровень 8,,
10398,Уровень 9,,
10399,Уровень 4,"Усиление оружия шамана, увеличивающее силу атаки в ближнем бою на $15569s1 и увеличивающее угрозу, создаваемую при использовании этого оружия. Время действия – 5 мин.",
10400,Уровень 1,,
10401,Уровень 4,,
10402,Уровень 5,,
10403,Уровень 4,,"Снижение урона, полученного в ближнем бою, на $s1."
10404,Уровень 5,,"Снижение урона, полученного в ближнем бою, на $s1."
10405,Уровень 6,,"Снижение урона, полученного в ближнем бою, на $s1."
10406,Уровень 4,"Создание рядом с заклинателем тотема каменной кожи с уровнем здоровья $s1, который защищает участников группы в радиусе $10403a1 м., снижая получаемый ими урон в ближнем бою на $10403s1 ед. Время действия – $d.",
10407,Уровень 5,"Создание рядом с заклинателем тотема каменной кожи с уровнем здоровья $s1, который защищает участников группы в радиусе $10404a1 м., снижая получаемый ими урон в ближнем бою на $10404s1 ед. Время действия – $d.",
10408,Уровень 6,"Создание рядом с заклинателем тотема каменной кожи с уровнем здоровья $s1, который защищает участников группы в радиусе $10405a1 м., снижая получаемый ими урон в ближнем бою на $10405s1 ед. Время действия – $d.",
10409,Уровень 4,,
10410,Уровень 5,,
10411,Уровень 6,,
10412,Уровень 5,"Мгновенно поражает цель ударной волной, нанося $s1 ед. урона от сил природы. Волна также прерывает применение заклинаний и не дает применять заклинания той же школы в течение $d. Создает высокий уровень угрозы.",
10413,Уровень 6,"Мгновенно поражает цель ударной волной, нанося $s1 ед. урона от сил природы. Волна также прерывает применение заклинаний и не дает применять заклинания той же школы в течение $d. Создает высокий уровень угрозы.",
10414,Уровень 7,"Мгновенно поражает цель ударной волной, нанося $s1 ед. урона от сил природы. Волна также прерывает применение заклинаний и не дает применять заклинания той же школы в течение $d. Создает высокий уровень угрозы.",
10415,Уровень 5,,
10416,Уровень 6,,
10417,Уровень 7,,
10418,,,
10423,Уровень 5,,
10424,Уровень 6,,
10425,Уровень 5,,
10426,Уровень 6,,
10427,Уровень 5,"Создание рядом с заклинателем тотема каменного когтя прочностью $s1 ед., который в течение $d. вынуждает нападать на себя существ в пределах $10423a1 м.",
10428,Уровень 6,"Создание рядом с заклинателем тотема каменного когтя прочностью $s1 ед., который в течение $d. вынуждает нападать на себя существ в пределах $10424a1 м.",
10429,Уровень 5,,
10430,Уровень 6,,
10431,Уровень 6,"Окружение заклинателя $n $lшаровой молнией:шаровыми молниями:шаровыми молниями;. Раз в несколько секунд одна из оставшихся шаровых молний поражает противника, атакующего заклинателя любым видом атаки, нанося ему $26370s1 ед. урона от сил природы. Время действия – $d.",$26370s1 ед. урона от сил природы атакующему в момент нанесения удара.
10432,Уровень 7,"Окружение заклинателя $n $lшаровой молнией:шаровыми молниями:шаровыми молниями;. Раз в несколько секунд одна из оставшихся шаровых молний поражает противника, атакующего заклинателя любым видом атаки, нанося ему $26363s1 ед. урона от сил природы. Время действия – $d.",$26363s1 ед. урона от сил природы атакующему в момент нанесения удара.
10433,Уровень 6,,
10434,Уровень 7,,
10435,Уровень 5,,
10436,Уровень 6,,
10437,Уровень 5,"Создание рядом с заклинателем опаляющего тотема прочностью $s1 ед. и временем существования $d., который регулярно атакует противника в радиусе $10435r м, нанося $10435s1 ед. урона от огня.",
10438,Уровень 6,"Создание рядом с заклинателем опаляющего тотема прочностью $s1 ед. и временем существования $d., который регулярно атакует противника в радиусе $10436r м, нанося $10436s1 ед. урона от огня.",
10439,Уровень 5,,
10440,Уровень 6,,
10441,Уровень 4,,Увеличивает силу на $s1.
10442,Уровень 4,"Создание рядом с заклинателем тотема силы земли прочностью $s1 ед., который повышает силу на $10441s1 у всех участников группы в радиусе $10441a1 м. Время действия – $d.",
10443,Уровень 4,,
10444,Уровень 3,,
10445,Уровень 4,,
10446,Уровень 4,,
10447,Уровень 4,"Мгновенное обжигание противника огнем, с нанесением $s1 ед. урона от огня немедленно и $o2 ед. урона от огня в течение $d.",$s2 ед. урона от огня раз в $t2 сек.
10448,Уровень 5,"Мгновенное обжигание противника огнем, с нанесением $s1 ед. урона от огня немедленно и $o2 ед. урона от огня в течение $d.",$s2 ед. урона от огня раз в $t2 сек.
10449,Уровень 4,,
10450,Уровень 5,,
10451,,,
10452,,Нанесение противнику $s1 ед. урона от огня и увеличение полученного противником урона от огня на $s2 на $d.,Увеличение полученного урона от огня на $s2.
10454,,,"Доберитесь до своего тела или поговорите с целителем духа, чтобы он воскресил вас."
10455,,"Вызов небольшого землетрясения, наносящего $s1 ед. урона ближайшим противникам.",Вас немного встряхнуло.
10456,Уровень 3,Заклинатель усиливает свое оружие льдом. Каждое попадание дает шанс нанести $10458s2 ед. дополнительного урона от магии льда и замедлить скорость передвижения цели на $10458s1% в течение $10458d. Время действия – 5 мин.,
10457,Уровень 3,,
10458,Уровень 3,,Скорость передвижения снижена на $s1%.
10459,,Принесение к фонтану Храма Луны.,
10460,Уровень 4,,Исцеление на $s1 раз в $t1 сек.
10461,Уровень 5,,Исцеление на $s1 раз в $t1 сек.
10462,Уровень 4,"Создание рядом с заклинателем Тотема исцеляющего потока прочностью $s1 ед. и временем существования $d., который исцеляет участников группы на расстоянии $10460a1 м. на $10460s1 ед. здоровья раз в $10460t1 сек.",
10463,Уровень 5,"Создание рядом с заклинателем Тотема исцеляющего потока прочностью $s1 ед. и временем существования $d., который исцеляет участников группы на расстоянии $10461a1 м. на $10461s1 ед. здоровья раз в $10461t1 сек.",
10464,Уровень 4,,
10465,Уровень 5,,
10466,Уровень 4,Исцеление дружественной цели на $s1 ед.,
10467,Уровень 5,Исцеление дружественной цели на $s1 ед.,
10468,Уровень 6,Исцеление дружественной цели на $s1 ед.,
10469,Уровень 4,,
10470,Уровень 5,,
10471,Уровень 6,,
10472,Уровень 3,"Заклинание мгновенно сковывает цель льдом, нанося $s2 ед. урона от магии льда и снижая скорость ее передвижения на $s1%. Время действия – $d.",Скорость передвижения снижена на $s1%.
10473,Уровень 4,"Заклинание мгновенно сковывает цель льдом, нанося $s2 ед. урона от магии льда и снижая скорость ее передвижения на $s1%. Время действия – $d.",Скорость передвижения снижена на $s1%.
10474,Уровень 3,,
10475,Уровень 4,,
10476,Уровень 2,,Увеличение сопротивления магии льда на $s1.
10477,Уровень 3,,Увеличение сопротивления магии льда на $s1.
10478,Уровень 2,"Создание рядом с заклинателем Тотема сопротивления льду прочностью $s1 ед. и временем существования $d., который повышет сопротивление магии льда на $10476s1 ед. у всех участников группы в радиусе $10476a1$lметра:метров:метров;.",
10479,Уровень 3,"Создание рядом с заклинателем Тотема сопротивления льду прочностью $s1 ед. и временем существования $d., который повышет сопротивление магии льда на $10477s1 ед. у всех участников группы в радиусе $10477a1$lметра:метров:метров;.",
10480,Уровень 2,,
10481,Уровень 3,,
10482,,,
10484,Уровень 3,,
10485,,,
10486,Уровень 3,Наполнение оружия шамана ветром. Каждый удар с вероятностью 20% позволит вам выполнить $10484s2 $lдополнительную атаку:дополнительные атаки:дополнительных атак; с $10484s1 дополнительной силы атаки. Время действия – 5 мин.,
10487,,,
10488,Уровень 3,,
10490,,,
10491,Уровень 2,,Получение $s1 маны раз в $t1 сек.
10492,,Обучение изготовлению удобной кожаной шляпы.,
10493,Уровень 3,,Получение $s1 маны раз в $t1 сек.
10494,Уровень 4,,Получение $s1 маны раз в $t1 сек.
10495,Уровень 2,"Создание рядом с заклинателем Тотема источника маны прочностью $s1 ед. и временем существования $d., который восполняет $10491s1 ед. маны раз в $10491t1 сек. у участников группы в радиусе $10491a1 м.",
10496,Уровень 3,"Создание рядом с заклинателем Тотема источника маны прочностью $s1 ед. и временем существования $d., который восполняет $10493s1 ед. маны раз в $10493t1 сек. у участников группы в радиусе $10493a1 м.",
10497,Уровень 4,"Создание рядом с заклинателем Тотема источника маны прочностью $s1 ед. и временем существования $d., который восполняет $10494s1 ед. маны раз в $10494t1 сек. у участников группы в радиусе $10494a1 м.",
10499,,,
10500,,,
10507,,,
10508,,,
10509,,,
10510,,Обучение изготовлению черепашьих чешуйчатых перчаток.,
10511,,,
10512,Уровень 2,,
10513,,,
10514,Уровень 3,,
10515,Уровень 4,,
10516,,,
10517,,Обучение изготовлению ночных наплечников.,
10518,,,
10519,,,
10520,,,
10521,Уровень 3,,
10522,,Обучение изготовлению большого вудуистского одеяния.,
10523,Уровень 3,,
10524,Уровень 3,,
10525,,,
10526,Уровень 3,"Создание рядом с заклинателем тотема языка пламени, прочностью $s1 ед. Тотем накладывает на основное оружие всех участников группы в радиусе $10521a1 м. чары огня. Каждый удар наносит от $/77;10523m1 до $/25;10523M1 ед. урона от огня в зависимости о скорости атаки этим оружием. Время действия – $d.",
10527,,Обучение изготовлению жесткой кирасы из чешуи скорпида.,
10528,Уровень 3,,
10529,,,
10530,,Обучение изготовлению буйных кожаных наплечников.,
10531,,,
10532,,Обучение изготовлению большой вудуистсокй маски.,
10533,,,
10534,Уровень 2,,Сопротивление огню увеличено на $s1 ед.
10535,Уровень 3,,Сопротивление огню увеличено на $s1 ед.
10536,,Обучение изготовлению жестких наручей из чешуи скорпида.,
10537,Уровень 2,"Создание рядом с заклинателем Тотема сопротивления огню прочностью $s1 ед. и временем существования $d., который повышает сопротивление огню на $10534s1 ед. у всех участников группы в радиусе $10534a1 м.",
10538,Уровень 3,"Создание рядом с заклинателем Тотема сопротивления огню прочностью $s1 ед. и временем существования $d., который повышает сопротивление огню на $10535s1 ед. у всех участников группы в радиусе $10535a1 м.",
10540,Уровень 2,,
10541,Уровень 3,,
10542,,,
10543,,Обучение изготовлению жестких перчаток из чешуи скорпида.,
10544,,,
10545,,Обучение изготовлению буйного кожаного жилета.,
10546,,,
10547,,Обучение изготовлению буйного кожаного шлема.,
10548,,,
10549,,,
10550,,,
10551,,,
10552,,,
10553,,,
10554,,,
10555,,Обучение изготовлению жестких сапог из чешуи скорпида.,
10556,,,
10557,,,
10558,,,
10559,,,
10560,,,
10561,,Обучение изготовлению больших вудуистских штанов.,
10562,,,
10563,,Обучение изготовлению большого вудуистского плаща.,
10564,,,
10565,,Обучение изготовлению жестких наплечников из чешуи скорпида.,
10566,,,
10567,,Обучение изготовлению буйных кожаных сапог.,
10568,,,
10569,,Обучение изготовлению жестких поножей из чешуи скорпида.,
10570,,,
10571,,Обучение изготовлению жесткого шлема из чешуи скорпида.,
10572,,,
10573,,Обучение изготовлению буйных кожаных поножей.,
10574,,,
10575,,Обучение изготовлению буйного кожаного плаща.,
10576,,Онемение ближайших противников на $d.,Немота.
10577,,Лечение дружественной цели на $s1 ед.,
10578,,"Бросок огненного шара, который наносит $s1 ед. урона от огня единовременно и $o2 ед. урона от огня в течение $d.",$s2 урона от огня каждые $t2 $lсекунду:секунды:секунд;.
10579,Уровень 2,,
10580,Уровень 3,,
10581,Уровень 4,,
10582,Уровень 2,,
10583,Уровень 3,,
10584,Уровень 4,,
10585,Уровень 2,"Создание рядом с заклинателем тотема магмы прочностью $s1 ед. и временем существования $d сек., который наносит $10579s1 ед. урона от огня созданиям в радиусе $10579a1 м раз в $10582t1 сек.",
10586,Уровень 3,"Создание рядом с заклинателем тотема магмы прочностью $s1 ед. и временем существования $d сек., который наносит $10580s1 ед. урона от огня созданиям в радиусе $10580a1 м раз в $10583t1 сек.",
10587,Уровень 4,"Создание рядом с заклинателем тотема магмы прочностью $s1 ед. и временем существования $d сек., который наносит $10581s1 ед. урона от огня созданиям в радиусе $10581a1 м раз в $10584t1 сек.",
10588,Уровень 2,,
10589,Уровень 3,,
10590,Уровень 4,,
10593,Уровень 2,,
10594,Уровень 3,,
10595,Уровень 1,"Создание рядом с заклинателем тотема сопротивления магии природы прочностью $s1 ед. и временем существования $d., повышающим сопротивление магии природы на $10596s1 у участников группы, находящихся в радиусе $10596a1 м.",
10596,Уровень 1,,Сопротивление силам природы повышено на $s1 ед.
10597,Уровень 1,,
10598,Уровень 2,,Сопротивление силам природы повышено на $s1 ед.
10599,Уровень 3,,Сопротивление силам природы повышено на $s1 ед.
10600,Уровень 2,"Создание рядом с заклинателем тотема сопротивления магии природы прочностью $s1 ед. и временем существования $d., повышающим сопротивление магии природы на $10598s1 у участников группы, находящихся в радиусе $10598a1 м.",
10601,Уровень 3,"Создание рядом с заклинателем тотема сопротивления магии природы прочностью $s1 ед. и временем существования $d., повышающим сопротивление магии природы на $10599s1 у участников группы, находящихся в радиусе $10599a1 м.",
10602,Уровень 2,,
10603,Уровень 3,,
10604,,,
10605,Уровень 4,"Поражение противника молнией, с нанесением $s1 ед. урона от сил природы, затем молния перескакивает на находящихся поблизости с целью противников. Каждый скачок снижает урон на 30%. Общее количество поражаемых целей - $x1.",
10607,Уровень 2,,
10608,Уровень 2,,
10609,Уровень 2,,
10610,Уровень 3,,
10611,Уровень 3,,
10612,Уровень 3,,
10613,Уровень 2,"Создание рядом с заклинателем тотема неистовства ветра прочностью $s1 ед., который зачаровывает ветром оружие, находящееся в правой руке у всех участников группы в радиусе $10607a1 м. Каждый удар имеет 20% вероятность совершить атакующему дополнительно $10608s2 $lатаку:атаки:атак; с повышенной на $10608s1 ед. силой атаки в ближнем бою. Время действия – $d.",
10614,Уровень 3,"Создание рядом с заклинателем тотема неистовства ветра прочностью $s1 ед., который зачаровывает ветром оружие, находящееся в правой руке у всех участников группы в радиусе $10611a1 м. Каждый удар имеет 20% вероятность совершить атакующему дополнительно $10610s2 $lатаку:атаки:атак; с повышенной на $10610s1 ед. силой атаки в ближнем бою. Время действия – $d.",
10615,Уровень 2,,
10616,Уровень 3,,
10617,,Применение на мертвом теле Яростного Когтя.,
10618,,Поглощение $s1 ед. урона от магии. Время действия – $d.,Поглощение магического урона.
10619,,,
10620,,,
10621,,,
10622,Уровень 2,"Восполнение $s1 ед. здоровья у дружественной цели, после чего эффект распространяется на соседние цели. Будучи наложенным на участника группы, исцеление распространяется только на других участников группы. При каждом переходе эффективность исцеления цели составляет $*100;F1% от эффективности исцеления предыдущей. Всего допустимо исцелить до $x1 целей.",
10623,Уровень 3,"Восполнение $s1 ед. здоровья у дружественной цели, после чего эффект распространяется на соседние цели. Будучи наложенным на участника группы, исцеление распространяется только на других участников группы. При каждом переходе эффективность исцеления цели составляет $*100;F1% от эффективности исцеления предыдущей. Всего допустимо исцелить до $x1 целей.",
10624,Уровень 2,,
10625,Уровень 3,,
10626,Уровень 2,,Повышает ловкость на $s1.
10627,Уровень 2,"Создание рядом с заклинателем тотема легкости воздуха прочностью $s1 ед., который повышает ловкость на $10626s1 у всех участников группы в радиусе $10626a1 м. Время действия – $d.",
10628,Уровень 2,,
10629,,,
10630,,,
10631,,,
10632,,,
10633,,,
10647,,,
10648,,,
10650,,,
10651,,"Проклятие цели, снижающее наносимый ею урон на $m1 ед. на $d","Проклятие Ока Палета!
Снижение наносимого физического урона на $s1 ед.
Снижение скорости применения заклинаний на $s2%."
10652,,,
10653,,"Проклятие цели, снижающее наносимый ею урон на $m1 ед. на $d","Проклятие Ока Палета!
Снижение наносимого физического урона на $s1 ед.
Снижение скорости применения заклинаний на $s2%."
10654,,Test Spell - For Debugging,
10655,,,
10656,,"Обучение кожевника изготовлению особой брони из чешуи драконов, недоступных обычному кожевнику. Броня из чешуи драконов относится к разряду кольчужной брони.",
10657,,,
10658,,"Обучение кожевника изготовлению доспехов, наделенных силой стихий, недоступных обычному кожевнику.",
10659,,,
10660,,"Обучение кожевника изготовлению особых доспехов по обычаям предков, недоступных обычному кожевнику.",
10661,,,
10662,Искусник,"Обучение кожевника изготовлению великолепной кожаной брони по выкройкам, рассчитанным на навык вплоть до 300.",
10663,,,
10664,,Обучение изготовлению ночного плаща.,
10665,,,
10666,,,
10667,,Повышение силы на $s1 ед. в течение 60 мин. после употребления.,Сила увеличена на $s1 ед.
10668,,Повышение выносливости на $s1 ед. при применении. Эффект длится 60 мин.,Выносливость повышена на $s1 ед.
10669,,Повышение ловкости на $s1 ед. при применении. Эффект длится 60 мин.,Ловкость повышена на $s1 ед.
10670,,Увеличение силы на $s1 ед. при потреблении.,Увеличивает силу на $s1.
10671,,Увеличивает выносливость на $s1 ед.,Выносливость повышена на $s1 ед.
10672,,Увеличивает ловкость на $s1 ед.,Повышает ловкость на $s1.
10673,,Призыв и освобождение белого котенка по щелчку правой кнопкой мыши.,
10674,,Призыв и освобождение белого котенка по щелчку правой кнопкой мыши.,
10675,,Призыв и освобождение белого котенка по щелчку правой кнопкой мыши.,
10676,,Призыв и освобождение белого котенка по щелчку правой кнопкой мыши.,
10677,,Призыв и освобождение белого котенка по щелчку правой кнопкой мыши.,
10678,,Призыв и освобождение белого котенка по щелчку правой кнопкой мыши.,
10679,,Призыв и освобождение белого котенка по щелчку правой кнопкой мыши.,
10680,,Призыв или освобождение зеленокрылого ара по щелчку правой кнопкой мыши.,
10681,,Призыв или освобождение зеленокрылого ара по щелчку правой кнопкой мыши.,
10682,,Призыв или освобождение зеленокрылого ара по щелчку правой кнопкой мыши.,
10683,,Призыв или освобождение зеленокрылого ара по щелчку правой кнопкой мыши.,
10684,,Призыв или освобождение зеленокрылого ара по щелчку правой кнопкой мыши.,
10685,,Призыв и освобождение белого плимутруха по щелчку правой кнопкой мыши.,
10686,,Призыв и освобождение белого плимутруха по щелчку правой кнопкой мыши.,
10687,,Призыв и освобождение белого плимутруха по щелчку правой кнопкой мыши.,
10688,,Призыв или освобождение тараканища по щелчку правой кнопкой мыши.,
10689,,,
10690,,Повышение интеллекта на $s1 ед. при использовании.,Интеллект повышен на $s1 ед.
10691,,Поднимает дух на $s1 ед.,Дух повышен на $s1 ед.
10692,,Повышение интеллекта на $s1 ед. при применении. Эффект длится 60 мин.,Интеллект повышена на $s1 ед.
10693,,Повышение духа на $s1 ед. при применении. Эффект длится 60 мин.,Дух повышен на $s1 ед.
10694,,,
10695,,Призыв или освобождение маленького темного дракончика по щелчку правой кнопкой мыши.,
10696,,Призыв или освобождение маленького темного дракончика по щелчку правой кнопкой мыши.,
10697,,Призыв или освобождение маленького темного дракончика по щелчку правой кнопкой мыши.,
10698,,Призыв или освобождение маленького темного дракончика по щелчку правой кнопкой мыши.,
10699,,Призыв или освобождение маленького темного дракончика по щелчку правой кнопкой мыши.,
10700,,Призыв или освобождение фейлинга по щелчку правой кнопкой мыши.,
10701,,Призыв или освобождение лесной лягушки по щелчку правой кнопкой мыши.,
10702,,Призыв или освобождение лесной лягушки по щелчку правой кнопкой мыши.,
10703,,Призыв или освобождение лесной лягушки по щелчку правой кнопкой мыши.,
10704,,Призыв или освобождение лесной лягушки по щелчку правой кнопкой мыши.,
10705,,Призыв или освобождение филина по щелчку правой кнопкой мыши.,
10706,,Призыв и освобождение полярной совы по щелчку правой кнопкой мыши.,
10707,,Призыв и освобождение полярной совы по щелчку правой кнопкой мыши.,
10708,,Призыв и освобождение полярной совы по щелчку правой кнопкой мыши.,
10709,,Призыв и освобождение степной собачки по щелчку правой кнопкой мыши.,
10710,,Призыв и освобождение кролика по щелчку правой кнопкой мыши.,
10711,,Призыв и освобождение кролика по щелчку правой кнопкой мыши.,
10712,,Призыв и освобождение кролика по щелчку правой кнопкой мыши.,
10713,,Вызов или освобождение зеленой водяной змеи по щелчку правой кнопкой мыши.,
10714,,Вызов или освобождение зеленой водяной змеи по щелчку правой кнопкой мыши.,
10715,,Вызов или освобождение зеленой водяной змеи по щелчку правой кнопкой мыши.,
10716,,Вызов или освобождение зеленой водяной змеи по щелчку правой кнопкой мыши.,
10717,,Вызов или освобождение зеленой водяной змеи по щелчку правой кнопкой мыши.,
10718,,Вызов или освобождение зеленой водяной змеи по щелчку правой кнопкой мыши.,
10719,,Вызов или освобождение зеленой водяной змеи по щелчку правой кнопкой мыши.,
10720,,Вызов или освобождение зеленой водяной змеи по щелчку правой кнопкой мыши.,
10721,,,
10722,,"Вызов $s1 $lжалящего силитида:жалящих силитидов; для сопровождения заклинателя, пока он не разрешит удалиться.",
10723,,"Исцеление от эффекта ""Прикосновение Занзила"".",Исцеление от Прикосновения Занзила.
10729,,,
10730,,Умиротворение противника. Он не может атаковать в течение $d.,Невозможность атаковать.
10731,,,
10732,,Увеличение скорости атаки ближайших механических союзников на $s2% и увеличение наносимого ими физического урона на $s1 ед. в течение $d.,"Наносимый физический урон увеличен на $s1.
Скорость атаки увеличена на $s2%."
10733,,"Нанесение $s1 ед. урона от огня противникам, находящимся в конусе поражения впереди заклинателя.",
10734,,,Скорость передвижения снижена на $s1%.
10737,,,
10738,,,
10747,,,
10767,,Повышение духа на $s1 ед.,Дух повышен на $s1 ед.
10768,Искусник,Навык искусника в профессии снятия шкур со зверей. Шкуры в дальнейшем используются в кожевничестве. Дает возможность развить навык до уровня 300. Требует наличия ножа для снятия шкур.,
10769,,,
10770,,Создает бочку Вигли.,
10771,,,
10772,,Поместите около тролльей двери.,
10787,,Позволяет вызывать и отпускать ездовую пантеру.,Скорость увеличена на $s2%.
